sr#,problem_code,date_initiated,description,category,dispatch_to,address,zone,keymap,zip_code,status,initiated_date,initiated_time
171899,Tree Trim,2020-05-05 10:40 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",5810 PHILLIPS ,"3, ZONE",452A,5261c,CLOSED,2020-05-05,10:40 AM
171900,Tree Removal,2020-05-05 10:46 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",11226  SAGEVILLE ,"6, ZONE",576Z,5851c,CLOSED,2020-05-05,10:46 AM
171901,Tree Trim,2020-05-05 10:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 8200 WATEKA CIR&8922 WATEKA DR,"7, ZONE",530P,5054c,CLOSED,2020-05-05,10:47 AM
171904,Tree Removal,2020-05-05 12:23 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7605  POINTER ,"4, ZONE",454K,5560a,CLOSED,2020-05-05,12:23 PM
171906,Tree Trim,2020-05-05 12:29 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",8122  WETHERBY ,"6, ZONE",575P,5651a,CLOSED,2020-05-05,12:29 PM
171907,Tree Trim,2020-05-05 12:49 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",9701  LARSTON ,"3, ZONE",450X,5058a,CLOSED,2020-05-05,12:49 PM
171908,Tree Trim,2020-05-05 01:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",3350  BREEZEWOOD ,"2, ZONE",489X,4855b,CLOSED,2020-05-05,01:24 PM
171909,Tree Removal,2020-05-05 01:43 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",818  SUL ROSS ,"2, ZONE",493S,5356b,CLOSED,2020-05-05,01:43 PM
171910,Tree Trim,2020-05-05 01:48 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1053  LUCKY ,"3, ZONE",412T,5262c,CLOSED,2020-05-05,01:48 PM
171912,Tree Trim,2020-05-05 02:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA", 7800 DENTON ST&8200 GREEN RIVER DR,"4, ZONE",455K,5660a,CLOSED,2020-05-05,02:14 PM
171913,Tree Removal,2020-05-05 02:21 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",6737  AVENUE E ,"5, ZONE",494V,5556b,CLOSED,2020-05-05,02:21 PM
171915,Tree Trim,2020-05-05 03:29 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",1803  STONEY BROOK,"2, ZONE",490R,5056b,CLOSED,2020-05-05,03:29 PM
171917,Tree Trim,2020-05-05 03:45 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",193  WOODVALE ,"5, ZONE",535A,5556d,CLOSED,2020-05-05,03:45 PM
171918,Tree Trim,2020-05-05 03:50 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1000 T C JESTER BLVD&1100 TIMBERGROVE LN,"3, ZONE",452Y,5258b,CLOSED,2020-05-05,03:50 PM
171919,Tree Trim,2020-05-05 03:55 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1226 TIMBERGROVE LN,"3, ZONE",452Y,5258b,CLOSED,2020-05-05,03:55 PM
171921,Tree Trim,2020-05-05 04:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1015  WYNNWOOD ,"3, ZONE",452Y,5259d,CLOSED,2020-05-05,04:05 PM
171922,Tree Trim,2020-05-05 04:09 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1903 W 14TH 1/2 ,"3, ZONE",452Y,5259d,CLOSED,2020-05-05,04:09 PM
171923,Tree Trim,2020-05-05 04:14 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",7107  PALMETTO ,"5, ZONE",535E,5555d,CLOSED,2020-05-05,04:14 PM
171924,Tree Trim,2020-05-05 04:18 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 10400 KIRKGLEN DR&11800 KIRKHOLM DR,"6, ZONE",576X,5751d,CLOSED,2020-05-05,04:18 PM
171930,Tree Trim,2020-05-06 06:25 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",9720  SPAULDING ,"4, ZONE",454D,5561c,CLOSED,2020-05-06,06:25 AM
171934,Tree Removal,2020-05-06 07:43 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",5500  SHADOW CREST ,"7, ZONE",531S,5154c,CLOSED,2020-05-06,07:43 AM
171935,Tree Removal,2020-05-06 08:16 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",10310  PINE MOSS ,"3, ZONE",411J,5062b,CLOSED,2020-05-06,08:16 AM
171936,Tree Trim,2020-05-06 08:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",8110  ARROWHEAD ,"6, ZONE",575T,5651a,CLOSED,2020-05-06,08:37 AM
171937,Tree Trim,2020-05-06 08:54 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4113  MALLOW ,"6, ZONE",533Y,5453c,CLOSED,2020-05-06,08:54 AM
171939,Tree Trim,2020-05-06 09:31 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",519  COMILE ,"4, ZONE",453Q,5360d,CLOSED,2020-05-06,09:31 AM
171940,Tree Trim,2020-05-06 09:33 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4102  LAMAR ,"5, ZONE",494S,5456b,CLOSED,2020-05-06,09:33 AM
171941,Tree Planting,2020-05-06 09:34 AM,Tree Planting Inspection,TREEPROTECTION,"UF - JONES, CODY",307  TIMBER TERRACE ,"2, ZONE",491F,5158c,CLOSED,2020-05-06,09:34 AM
171943,Tree Removal,2020-05-06 09:48 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4241  KINGWOOD ,"4, ZONE",337B,5870c,CLOSED,2020-05-06,09:48 AM
171944,Tree Trim,2020-05-06 10:50 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",101 ROCKLEIGH PL,"5, ZONE",535Q,5654b,CLOSED,2020-05-06,10:50 AM
171945,Tree Trim,2020-05-06 11:11 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",8868  CHATSWORTH ,"2, ZONE",491D,5158d,CLOSED,2020-05-06,11:11 AM
171947,Tree Removal,2020-05-06 11:57 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1423  RICHMOND ,"2, ZONE",492Z,5356c,CLOSED,2020-05-06,11:57 AM
171948,Tree Trim,2020-05-06 12:40 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",8210 WATEKA DR,"7, ZONE",530P,77074,CLOSED,2020-05-06,12:40 PM
171949,Tree Removal,2020-05-06 01:01 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",6146 ANDWOOD ST,"6, ZONE",534V,77087,CLOSED,2020-05-06,01:01 PM
171950,Tree Trim,2020-05-06 01:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",411  EUCLID ,"3, ZONE",493B,5358b,CLOSED,2020-05-06,01:05 PM
171951,Tree Trim,2020-05-06 01:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",11022  ROANDALE ,"6, ZONE",573H,5452c,CLOSED,2020-05-06,01:32 PM
171952,Tree Trim,2020-05-06 03:15 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",5800  TEAGUE ,"3, ZONE",450A,4961d,CLOSED,2020-05-06,03:15 PM
171953,Tree Removal,2020-05-06 03:16 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",510  VINCENT ,"3, ZONE",453Y,5359d,CLOSED,2020-05-06,03:16 PM
171954,Tree Trim,2020-05-06 04:17 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",301  ALTIC ,"5, ZONE",494U,5556a,CLOSED,2020-05-06,04:17 PM
171955,Tree Trim,2020-05-06 04:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",903  EASTLAKE ,"5, ZONE",576E,5752a,CLOSED,2020-05-06,04:32 PM
171956,Tree Trim,2020-05-06 04:42 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7020  AMARILLO ,"5, ZONE",494H,5558d,CLOSED,2020-05-06,04:42 PM
171957,Tree Trim,2020-05-06 06:33 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",16202 BOWRIDGE LN,"7, ZONE",571X,77053,CLOSED,2020-05-06,06:33 PM
171958,Tree Trim,2020-05-07 01:38 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 600 BERING DR&5800 WOODWAY DR,"2, ZONE",491K,5157a,CLOSED,2020-05-07,01:38 AM
171959,Tree Removal,2020-05-07 07:08 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",16202 BOWRIDGE LN,"7, ZONE",571X,77053,CLOSED,2020-05-07,07:08 AM
171965,Tree Removal,2020-05-07 08:18 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",818  YORKSHIRE ,"4, ZONE",453M,5460c,CLOSED,2020-05-07,08:18 AM
171966,Tree Trim,2020-05-07 08:23 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 6900 JAPONICA ST&1800 REDWOOD ST,"5, ZONE",535E,5555b,CLOSED,2020-05-07,08:23 AM
171967,Tree Trim,2020-05-07 08:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 11900 ASHCROFT DR&5840 LUDINGTON DR,"7, ZONE",571A,5152a,CLOSED,2020-05-07,08:37 AM
171968,Tree Removal,2020-05-07 09:08 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",9422  HIGHMEADOW ,"2, ZONE",490T,5056c,CLOSED,2020-05-07,09:08 AM
171969,Tree Trim,2020-05-07 09:20 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",3431  MILBRAD ,"4, ZONE",454X,5459d,CLOSED,2020-05-07,09:20 AM
171971,Tree Trim,2020-05-07 11:26 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",4046  LEMAC ,"7, ZONE",532S,5254c,CLOSED,2020-05-07,11:26 AM
171972,Tree Trim,2020-05-07 12:15 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",10815  LANGDON ,"2, ZONE",529L,4954a,CLOSED,2020-05-07,12:15 PM
171973,Tree Trim,2020-05-07 12:15 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 8602 BISSONNET ST&9600 S GESSNER RD,"7, ZONE",530T,5053a,CLOSED,2020-05-07,12:15 PM
171974,Tree Removal,2020-05-07 12:24 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1003  ELTON ,"5, ZONE",576E,5753c,CLOSED,2020-05-07,12:24 PM
171975,Tree Removal,2020-05-07 01:11 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",726  EASTLAKE ,"5, ZONE",576F,5752a,CLOSED,2020-05-07,01:11 PM
171976,Tree Removal,2020-05-07 02:04 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",3105  GARROW ,"5, ZONE",494N,5457d,CLOSED,2020-05-07,02:04 PM
171978,Tree Trim,2020-05-07 02:56 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 600 E 7TH 1/2 ST&750 OXFORD ST,"3, ZONE",493A,5358a,CLOSED,2020-05-07,02:56 PM
171980,Tree Removal,2020-05-07 03:28 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1006 E 26TH ,"3, ZONE",453T,5359b,CLOSED,2020-05-07,03:28 PM
171981,Tree Trim,2020-05-07 03:51 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",5666  BELCREST ,"6, ZONE",534W,5453b,CLOSED,2020-05-07,03:51 PM
171982,Tree Trim,2020-05-07 07:32 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 2600 KETTERING DR&4600 WESTHEIMER RD,"2, ZONE",491V,5156b,CLOSED,2020-05-07,07:32 PM
171983,Tree Removal,2020-05-08 02:31 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4610  BRINKMAN ,"3, ZONE",452L,5260b,CLOSED,2020-05-08,02:31 AM
171989,Tree Trim,2020-05-08 08:57 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4342  OAK SHADOWS ,"3, ZONE",451H,5161d,CLOSED,2020-05-08,08:57 AM
171990,Tree Trim,2020-05-08 09:17 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 8302 BONNER DR,"5, ZONE",535Q,5654d,CLOSED,2020-05-08,09:17 AM
171991,Tree Trim,2020-05-08 09:32 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",7431  AVENUE E ,"5, ZONE",495W,5556b,CLOSED,2020-05-08,09:32 AM
171992,Tree Trim,2020-05-08 09:38 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1300 FAIRBANKS ST&5600 GANO ST,"4, ZONE",453V,5459a,CLOSED,2020-05-08,09:38 AM
171993,Tree Trim,2020-05-08 09:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",2710  MORNINGVIEW ,"3, ZONE",450Q,5059a,CLOSED,2020-05-08,09:45 AM
171994,Tree Trim,2020-05-08 09:57 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1300 FAIRBANKS ST&5600 GANO ST,"4, ZONE",453V,5459a,CLOSED,2020-05-08,09:57 AM
171995,Tree Trim,2020-05-08 10:17 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4200  AIRLINE ,"3, ZONE",453K,5360d,CLOSED,2020-05-08,10:17 AM
171996,Tree Trim,2020-05-08 10:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",6203 CHEENA DR,"7, ZONE",530V,77096,CLOSED,2020-05-08,10:37 AM
171997,Tree Removal,2020-05-08 11:45 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",8910  PECAN PLACE ,"7, ZONE",570A,5052a,CLOSED,2020-05-08,11:45 AM
172000,Tree Trim,2020-05-08 12:19 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",6600  SANDS POINT ,"7, ZONE",530H,5055d,CLOSED,2020-05-08,12:19 PM
172001,Tree Removal,2020-05-08 12:32 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",819  REDAN ,"3, ZONE",493B,5358b,CLOSED,2020-05-08,12:32 PM
172004,Tree Removal,2020-05-08 02:25 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",2507 WICHITA ST,"6, ZONE",533B,77004,CLOSED,2020-05-08,02:25 PM
172005,Tree Trim,2020-05-08 02:31 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",4926  OLD BRICKHOUSE ,"3, ZONE",450E,4960b,CLOSED,2020-05-08,02:31 PM
172006,Tree Trim,2020-05-08 02:50 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",4818  MCKINNEY ,"5, ZONE",494T,5556a,CLOSED,2020-05-08,02:50 PM
172007,Tree Removal,2020-05-08 02:51 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7302 KELLER ST,"5, ZONE",535E,77012,CLOSED,2020-05-08,02:51 PM
172008,Tree Removal,2020-05-08 02:54 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",449 W 24TH ,"3, ZONE",452V,5359a,CLOSED,2020-05-08,02:54 PM
172009,Tree Trim,2020-05-08 03:09 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",4414 BRISBANE ST,"6, ZONE",573H,77047,CLOSED,2020-05-08,03:09 PM
172010,Tree Removal,2020-05-08 03:09 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7610 HOPEWELL LN,"7, ZONE",570C,77071,CLOSED,2020-05-08,03:09 PM
172011,Tree Removal,2020-05-08 04:10 PM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",4211  ROCK SPRINGS ,"4, ZONE",297T,5870a,CLOSED,2020-05-08,04:10 PM
172012,Tree Removal,2020-05-08 04:15 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",6602  GOLDSPIER ,"3, ZONE",411Z,5161b,CLOSED,2020-05-08,04:15 PM
172013,Tree Trim,2020-05-08 05:44 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",1319  RICHMOND ,"2, ZONE",493W,5356c,CLOSED,2020-05-08,05:44 PM
172014,Tree Trim,2020-05-08 06:05 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 1400 ANNE DR&9200 RANGELY DR,"3, ZONE",450Y,5058a,CLOSED,2020-05-08,06:05 PM
172015,Tree Trim,2020-05-08 06:27 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1004 W 14TH ,"3, ZONE",452Z,5359c,CLOSED,2020-05-08,06:27 PM
172016,Tree Trim,2020-05-09 03:10 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",5750 N BRAESWOOD BLVD,"7, ZONE",531S,77096,CLOSED,2020-05-09,03:10 AM
172017,Tree Removal,2020-05-09 04:00 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",541 S 75TH ,"5, ZONE",535A,5556d,CLOSED,2020-05-09,04:00 AM
172018,Tree Trim,2020-05-09 05:44 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER", 1800 HUTCHINS ST&2200 JEFFERSON ST,"5, ZONE",493V,5456a,CLOSED,2020-05-09,05:44 AM
172019,Tree Trim,2020-05-09 07:58 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",5131 PRAIRIE RIDGE RD,"7, ZONE",611C,77053,CLOSED,2020-05-09,07:58 AM
172020,Tree Trim,2020-05-09 11:19 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7503 TIMBERWAY LN,"2, ZONE",528M,77072,CLOSED,2020-05-09,11:19 AM
172021,Tree Trim,2020-05-09 03:02 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",2023  SOUTH ,"7, ZONE",492Z,5356c,CLOSED,2020-05-09,03:02 PM
172022,Tree Trim,2020-05-09 04:54 PM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",2909  WHEELER ,"6, ZONE",533C,5456c,CLOSED,2020-05-09,04:54 PM
172023,Tree Removal,2020-05-10 01:23 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",8805  PRICHETT ,"7, ZONE",531Q,5154d,CLOSED,2020-05-10,01:23 AM
172024,Tree Trim,2020-05-10 05:43 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7703  OAK VISTA (REVEILLE PARK),"6, ZONE",535S,5654c,CLOSED,2020-05-10,05:43 AM
172025,Tree Trim,2020-05-10 05:45 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",2101  CENTRAL (MILBY PARK),"5, ZONE",535G,5655d,CLOSED,2020-05-10,05:45 AM
172026,Tree Trim,2020-05-10 11:37 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 9400 HALL RD&9200 S SAM HOUSTON PKWY E,"6, ZONE",575Z,5650b,CLOSED,2020-05-10,11:37 AM
172027,Tree Trim,2020-05-10 01:26 PM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 6100 ARNOT ST&900 WESTCOTT ST,"2, ZONE",492F,5258d,CLOSED,2020-05-10,01:26 PM
172031,Tree Removal,2020-05-11 01:14 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",2935 JACKSON ST,"2, ZONE",493U,77004,CLOSED,2020-05-11,01:14 AM
172032,Tree Removal,2020-05-11 07:54 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",11214  SAGEVALE ,"6, ZONE",616B,5750d,CLOSED,2020-05-11,07:54 AM
172034,Tree Removal,2020-05-11 08:13 AM,Tree Removal Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",3731  ALSACE ,"6, ZONE",533L,5455c,CLOSED,2020-05-11,08:13 AM
172035,Tree Trim,2020-05-11 09:12 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 3700 BEAUCHAMP ST&300 PECORE ST,"3, ZONE",453X,5358b,CLOSED,2020-05-11,09:12 AM
172036,Tree Trim,2020-05-11 09:31 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY", 5500 W 43RD ST&4300 ANTOINE DR,"3, ZONE",451G,5160a,CLOSED,2020-05-11,09:31 AM
172038,Tree Trim,2020-05-11 10:03 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",7962 DAWNRIDGE DR,"7, ZONE",570C,77071,CLOSED,2020-05-11,10:03 AM
172039,Tree Trim,2020-05-11 11:03 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - POLOVTSEV, SERA",7815 DARLINGTON DR,"4, ZONE",455J,77028,CLOSED,2020-05-11,11:03 AM
172041,Tree Removal,2020-05-11 11:26 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",6921 ROOK BLVD,"6, ZONE",534Z,77087,CLOSED,2020-05-11,11:26 AM
172042,Tree Trim,2020-05-11 11:47 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",1605 W CLAY ,"2, ZONE",492R,5357c,CLOSED,2020-05-11,11:47 AM
172043,Tree Trim,2020-05-11 11:59 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",1906  OAKDALE ,"7, ZONE",533B,5356d,CLOSED,2020-05-11,11:59 AM
172044,Tree Removal,2020-05-11 12:05 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",802  WOODLAND ,"3, ZONE",493B,5358b,CLOSED,2020-05-11,12:05 PM
172045,Tree Removal,2020-05-11 12:16 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",401  HEIGHTS ,"3, ZONE",493E,5358c,CLOSED,2020-05-11,12:16 PM
172046,Tree Removal,2020-05-11 01:06 PM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",4521  IVANHOE ,"2, ZONE",491V,5256a,CLOSED,2020-05-11,01:06 PM
172047,Tree Trim,2020-05-11 01:24 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",14138  TALLOW POINT ,"5, ZONE",618A,5950b,CLOSED,2020-05-11,01:24 PM
172048,Tree Removal,2020-05-11 01:35 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",2010  POTOMAC ,"2, ZONE",491N,5156a,CLOSED,2020-05-11,01:35 PM
172052,Tree Removal,2020-05-11 02:48 PM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",631 E 14TH ,"3, ZONE",453W,5359c,CLOSED,2020-05-11,02:48 PM
172054,Tree Trim,2020-05-11 05:44 PM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",2402  TRUXILLO ,"6, ZONE",493Y,5456c,CLOSED,2020-05-11,05:44 PM
172055,Tree Trim,2020-05-12 08:05 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",400  MERCURY ,"4, ZONE",496A,5758a,CLOSED,2020-05-12,08:05 AM
172056,Tree Removal,2020-05-12 08:46 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",5202  REDSTART ,"7, ZONE",531Y,5153d,CLOSED,2020-05-12,08:46 AM
172057,Tree Trim,2020-05-12 08:55 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",9410 RENTUR DR,"7, ZONE",530W,77031,CLOSED,2020-05-12,08:55 AM
172059,Tree Removal,2020-05-12 09:05 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO",9661 S GESSNER ,"7, ZONE",530T,5053a,CLOSED,2020-05-12,09:05 AM
172060,Tree Removal,2020-05-12 09:06 AM,Tree Removal Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 5500 KENT ST&1900 RICE BLVD,"7, ZONE",532D,5355a,CLOSED,2020-05-12,09:06 AM
172061,Tree Trim,2020-05-12 09:24 AM,Tree Trim Inspection,TREEMAINTENANCE,"BLANCHETTE, PETER",1422  EL DORADO ,"5, ZONE",618K,6049a,CLOSED,2020-05-12,09:24 AM
172062,Tree Trim,2020-05-12 10:08 AM,Tree Trim Inspection,TREEMAINTENANCE,"PATINO, ARNULFO", 7900 FAWN TERRACE DR&12120 VALLEY HILLS DR,"7, ZONE",570G,5052b,CLOSED,2020-05-12,10:08 AM
172063,Tree Trim,2020-05-12 10:13 AM,Tree Trim Inspection,TREEMAINTENANCE,"UF - JONES, CODY",726  ALLSTON ,"3, ZONE",492D,5358a,CLOSED,2020-05-12,10:13 AM
172064,Tree Removal,2020-05-12 10:51 AM,Tree Removal Inspection,TREEMAINTENANCE,"UF - JONES, CODY",7614  BELBAY ,"6, ZONE",534T,5553a,CLOSED,2020-05-12,10:51 AM
